TiaGitHubHash,TiaMetaInfo,TiaVstsHash,TiaRuntime,TiaTotalTests,TiaNumberOfUnAnalyzedTests,TiaNumberofTestsPassed,TiaNumberOfTestsFailed,TiaNumberOfTestsSkipped,TiaTotalNumberOfTestRun,TiaPercentageOfTestsRun,RetestAllGitHubHash,RetestAllMetaInfo,RetestAllVstsHash,RetestAllRuntime,RetestAllTotalTests,RetestAllNumberOfUnAnalyzedTests,RetestAllNumberofTestsPassed,RetestAllNumberOfTestsFailed,RetestAllNumberOfTestsSkipped,RetestAllTotalNumberOfTestRun,RetestAllPercentageOfTestsRun,ESharpGitHubHash,ESharpMetaInfo,ESharpVstsHash,ESharpRuntime,ESharpTotalTests,ESharpNumberOfUnAnalyzedTests,ESharpNumberofTestsPassed,ESharpNumberOfTestsFailed,ESharpNumberOfTestsSkipped,ESharpTotalNumberOfTestRun,ESharpPercentageOfTestsRun
9bd70900208a120f908601c5d6fa346f16c0c83f,5f7e878 733 commits back from current GitHub head Hash:9bd70900208a120f908601c5d6fa346f16c0c83f,,35.684,745,0,394,0,0,394,0.528859060402685,9bd70900208a120f908601c5d6fa346f16c0c83f,5f7e878 733 commits back from current GitHub head Hash:9bd70900208a120f908601c5d6fa346f16c0c83f,,3.49,338,0,333,0,0,333,0.985207100591716,9bd70900208a120f908601c5d6fa346f16c0c83f,738_9bd70900208a120f908601c5d6fa346f16c0c83f_Results,,0,338,338,0,0,0,0,0
fa40a3469bec60279ecea632662932e37a54fd44,658e985 703 commits back from current GitHub head Hash:fa40a3469bec60279ecea632662932e37a54fd44,,44.477,775,0,424,0,0,424,0.547096774193548,fa40a3469bec60279ecea632662932e37a54fd44,658e985 703 commits back from current GitHub head Hash:fa40a3469bec60279ecea632662932e37a54fd44,,4.043,368,0,363,0,0,363,0.986413043478261,fa40a3469bec60279ecea632662932e37a54fd44,708_fa40a3469bec60279ecea632662932e37a54fd44_Results,,0,368,368,0,0,0,0,0
2704ba955ae4ad6ae06a68fe838179ee2ca02d35,687cc22 739 commits back from current GitHub head Hash:2704ba955ae4ad6ae06a68fe838179ee2ca02d35,,38.007,744,0,393,0,0,393,0.528225806451613,2704ba955ae4ad6ae06a68fe838179ee2ca02d35,687cc22 739 commits back from current GitHub head Hash:2704ba955ae4ad6ae06a68fe838179ee2ca02d35,,3.573,337,0,332,0,0,332,0.985163204747775,2704ba955ae4ad6ae06a68fe838179ee2ca02d35,744_2704ba955ae4ad6ae06a68fe838179ee2ca02d35_Results,,0.687,337,322,15,0,0,15,0.0445103857566766
ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff,68ab4e0 763 commits back from current GitHub head Hash:ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff,,37.304,751,1,373,0,0,373,0.496671105193076,ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff,68ab4e0 763 commits back from current GitHub head Hash:ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff,,3.027,363,1,352,0,0,352,0.96969696969697,ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff,768_ca2779d48e656e1fb72ecc6566e0aa6cb1d7f8ff_Results,,0,344,344,0,0,0,0,0
062bdb074d1956c6e812ca4f08510ffc31842376,6d45836 794 commits back from current GitHub head Hash:062bdb074d1956c6e812ca4f08510ffc31842376,,38.406,777,0,366,0,0,366,0.471042471042471,062bdb074d1956c6e812ca4f08510ffc31842376,6d45836 794 commits back from current GitHub head Hash:062bdb074d1956c6e812ca4f08510ffc31842376,,4.283,389,0,379,0,0,379,0.974293059125964,062bdb074d1956c6e812ca4f08510ffc31842376,799_062bdb074d1956c6e812ca4f08510ffc31842376_Results,,4.003,370,61,309,0,0,309,0.835135135135135
7004d38ec730b2d0890231070efd770e51170852,7249303 713 commits back from current GitHub head Hash:7004d38ec730b2d0890231070efd770e51170852,,38.75,770,0,419,0,0,419,0.544155844155844,7004d38ec730b2d0890231070efd770e51170852,7249303 713 commits back from current GitHub head Hash:7004d38ec730b2d0890231070efd770e51170852,,3.393,363,0,358,0,0,358,0.986225895316804,7004d38ec730b2d0890231070efd770e51170852,718_7004d38ec730b2d0890231070efd770e51170852_Results,,0.948,363,337,26,0,0,26,0.0716253443526171
872d72463a3e47086b1187b9f99e55a371864d1c,7284e44 751 commits back from current GitHub head Hash:872d72463a3e47086b1187b9f99e55a371864d1c,,37.596,737,0,386,0,0,386,0.523744911804613,872d72463a3e47086b1187b9f99e55a371864d1c,7284e44 751 commits back from current GitHub head Hash:872d72463a3e47086b1187b9f99e55a371864d1c,,3.983,330,0,325,0,0,325,0.984848484848485,872d72463a3e47086b1187b9f99e55a371864d1c,756_872d72463a3e47086b1187b9f99e55a371864d1c_Results,,0.793,330,300,30,0,0,30,0.0909090909090909
799f2d00ee0939755bc22f5fcdd1ab1d278592b5,740b3a9 741 commits back from current GitHub head Hash:799f2d00ee0939755bc22f5fcdd1ab1d278592b5,,35.53,741,0,390,0,0,390,0.526315789473684,799f2d00ee0939755bc22f5fcdd1ab1d278592b5,740b3a9 741 commits back from current GitHub head Hash:799f2d00ee0939755bc22f5fcdd1ab1d278592b5,,3.347,334,0,329,0,0,329,0.985029940119761,799f2d00ee0939755bc22f5fcdd1ab1d278592b5,746_799f2d00ee0939755bc22f5fcdd1ab1d278592b5_Results,,0,334,334,0,0,0,0,0
f4d259cd5fb0070f68b032975a353a73f6d7534e,76385ea 734 commits back from current GitHub head Hash:f4d259cd5fb0070f68b032975a353a73f6d7534e,,37.733,745,0,394,0,0,394,0.528859060402685,f4d259cd5fb0070f68b032975a353a73f6d7534e,76385ea 734 commits back from current GitHub head Hash:f4d259cd5fb0070f68b032975a353a73f6d7534e,,2.887,338,0,333,0,0,333,0.985207100591716,f4d259cd5fb0070f68b032975a353a73f6d7534e,739_f4d259cd5fb0070f68b032975a353a73f6d7534e_Results,,0.642,338,328,10,0,0,10,0.029585798816568
4fd0e4c2c5b46817595e8f81e97929b2f17f5a92,76f8a44 725 commits back from current GitHub head Hash:4fd0e4c2c5b46817595e8f81e97929b2f17f5a92,,38.197,750,0,399,0,0,399,0.532,4fd0e4c2c5b46817595e8f81e97929b2f17f5a92,76f8a44 725 commits back from current GitHub head Hash:4fd0e4c2c5b46817595e8f81e97929b2f17f5a92,,4.16,343,0,338,0,0,338,0.985422740524781,4fd0e4c2c5b46817595e8f81e97929b2f17f5a92,730_4fd0e4c2c5b46817595e8f81e97929b2f17f5a92_Results,,0.874,343,321,22,0,0,22,0.0641399416909621
