TiaGitHubHash,TiaMetaInfo,TiaVstsHash,TiaRuntime,TiaTotalTests,TiaNumberOfUnAnalyzedTests,TiaNumberofTestsPassed,TiaNumberOfTestsFailed,TiaNumberOfTestsSkipped,TiaTotalNumberOfTestRun,TiaPercentageOfTestsRun,RetestAllGitHubHash,RetestAllMetaInfo,RetestAllVstsHash,RetestAllRuntime,RetestAllTotalTests,RetestAllNumberOfUnAnalyzedTests,RetestAllNumberofTestsPassed,RetestAllNumberOfTestsFailed,RetestAllNumberOfTestsSkipped,RetestAllTotalNumberOfTestRun,RetestAllPercentageOfTestsRun,ESharpGitHubHash,ESharpMetaInfo,ESharpVstsHash,ESharpRuntime,ESharpTotalTests,ESharpNumberOfUnAnalyzedTests,ESharpNumberofTestsPassed,ESharpNumberOfTestsFailed,ESharpNumberOfTestsSkipped,ESharpTotalNumberOfTestRun,ESharpPercentageOfTestsRun
d673e2cf0a784e982796484f69c23244aeeb8753,b0d5d12 298 commits back from current GitHub head Hash:d673e2cf0a784e982796484f69c23244aeeb8753,,-63648943570.713,2241,0,0,0,0,0,0,d673e2cf0a784e982796484f69c23244aeeb8753,b0d5d12 298 commits back from current GitHub head Hash:d673e2cf0a784e982796484f69c23244aeeb8753,,37.46,2392,0,2389,0,0,2389,0.998745819397993,d673e2cf0a784e982796484f69c23244aeeb8753,298_d673e2cf0a784e982796484f69c23244aeeb8753_Results,,2.669,1592,1512,80,0,0,80,0.050251256281407
6da92a9194ab4e3683231fe951b5a32cc03df0a2,b31462b 293 commits back from current GitHub head Hash:6da92a9194ab4e3683231fe951b5a32cc03df0a2,,-63648945597.5,2249,0,0,0,0,0,0,6da92a9194ab4e3683231fe951b5a32cc03df0a2,b31462b 293 commits back from current GitHub head Hash:6da92a9194ab4e3683231fe951b5a32cc03df0a2,,37.777,2393,0,2390,0,0,2390,0.998746343501881,6da92a9194ab4e3683231fe951b5a32cc03df0a2,293_6da92a9194ab4e3683231fe951b5a32cc03df0a2_Results,,1.264,35,9,26,0,0,26,0.742857142857143
dc5e050d0ec2697c67dcda48fec05bc7d86713e5,b4a9ae7 295 commits back from current GitHub head Hash:dc5e050d0ec2697c67dcda48fec05bc7d86713e5,,-63648944790.137,2249,0,0,0,0,0,0,dc5e050d0ec2697c67dcda48fec05bc7d86713e5,b4a9ae7 295 commits back from current GitHub head Hash:dc5e050d0ec2697c67dcda48fec05bc7d86713e5,,39.263,2393,0,2390,0,0,2390,0.998746343501881,dc5e050d0ec2697c67dcda48fec05bc7d86713e5,295_dc5e050d0ec2697c67dcda48fec05bc7d86713e5_Results,,3.374,1593,1535,58,0,0,58,0.0364092906465788
45c5162d92a4cff94be2683d6a5ddf26dcb947ad,bb5203b 307 commits back from current GitHub head Hash:45c5162d92a4cff94be2683d6a5ddf26dcb947ad,,-63648939901.467,2238,0,0,0,0,0,0,45c5162d92a4cff94be2683d6a5ddf26dcb947ad,bb5203b 307 commits back from current GitHub head Hash:45c5162d92a4cff94be2683d6a5ddf26dcb947ad,,36.377,2385,0,2382,0,0,2382,0.99874213836478,45c5162d92a4cff94be2683d6a5ddf26dcb947ad,307_45c5162d92a4cff94be2683d6a5ddf26dcb947ad_Results,,1.782,35,9,26,0,0,26,0.742857142857143
b79cfd12a494dd4518f8c7020d067cac33f1ff55,bcc54c4 292 commits back from current GitHub head Hash:b79cfd12a494dd4518f8c7020d067cac33f1ff55,,-63648946002.803,2242,0,0,0,0,0,0,b79cfd12a494dd4518f8c7020d067cac33f1ff55,bcc54c4 292 commits back from current GitHub head Hash:b79cfd12a494dd4518f8c7020d067cac33f1ff55,,37,2393,0,2390,0,0,2390,0.998746343501881,b79cfd12a494dd4518f8c7020d067cac33f1ff55,292_b79cfd12a494dd4518f8c7020d067cac33f1ff55_Results,,2.178,35,9,26,0,0,26,0.742857142857143
b1f71aaf36e4a2daf9d7c306ccc82cf174841ded,c36c25a 306 commits back from current GitHub head Hash:b1f71aaf36e4a2daf9d7c306ccc82cf174841ded,,-63648940302.137,2237,0,0,0,0,0,0,b1f71aaf36e4a2daf9d7c306ccc82cf174841ded,c36c25a 306 commits back from current GitHub head Hash:b1f71aaf36e4a2daf9d7c306ccc82cf174841ded,,37.353,2385,0,2382,0,0,2382,0.99874213836478,b1f71aaf36e4a2daf9d7c306ccc82cf174841ded,306_b1f71aaf36e4a2daf9d7c306ccc82cf174841ded_Results,,8.163,88,9,79,0,0,79,0.897727272727273
b286ab8c8154770515e59d869c45dc1d0e222cf6,dc3a159 305 commits back from current GitHub head Hash:b286ab8c8154770515e59d869c45dc1d0e222cf6,,-63648940706.29,2248,0,0,0,0,0,0,b286ab8c8154770515e59d869c45dc1d0e222cf6,dc3a159 305 commits back from current GitHub head Hash:b286ab8c8154770515e59d869c45dc1d0e222cf6,,36.534,2387,0,2384,0,0,2384,0.998743192291579,b286ab8c8154770515e59d869c45dc1d0e222cf6,305_b286ab8c8154770515e59d869c45dc1d0e222cf6_Results,,2.995,1609,1560,49,0,0,49,0.0304536979490367
c097d5932728dbf57dcf57c2f76a5e3bc330f601,e32cd02 338 commits back from current GitHub head Hash:c097d5932728dbf57dcf57c2f76a5e3bc330f601,,-63648931914.62,2225,0,0,0,0,0,0,c097d5932728dbf57dcf57c2f76a5e3bc330f601,e32cd02 338 commits back from current GitHub head Hash:c097d5932728dbf57dcf57c2f76a5e3bc330f601,,47.437,2365,0,2362,0,0,2362,0.998731501057082,c097d5932728dbf57dcf57c2f76a5e3bc330f601,338_c097d5932728dbf57dcf57c2f76a5e3bc330f601_Results,,1.591,1577,1548,29,0,0,29,0.0183893468611287
8010d01f0e9d9ad986d82665785c7033dc4ea499,e70f01d 312 commits back from current GitHub head Hash:8010d01f0e9d9ad986d82665785c7033dc4ea499,,-63648937833.853,2247,0,0,0,0,0,0,8010d01f0e9d9ad986d82665785c7033dc4ea499,e70f01d 312 commits back from current GitHub head Hash:8010d01f0e9d9ad986d82665785c7033dc4ea499,,36.45,2384,0,2381,0,0,2381,0.998741610738255,8010d01f0e9d9ad986d82665785c7033dc4ea499,312_8010d01f0e9d9ad986d82665785c7033dc4ea499_Results,,1.816,35,9,26,0,0,26,0.742857142857143
5bf59d4ae50e0189ec7d7eede974d183c8801a09,ee02f19 290 commits back from current GitHub head Hash:5bf59d4ae50e0189ec7d7eede974d183c8801a09,,-63648946805.5,2255,0,0,0,0,0,0,5bf59d4ae50e0189ec7d7eede974d183c8801a09,ee02f19 290 commits back from current GitHub head Hash:5bf59d4ae50e0189ec7d7eede974d183c8801a09,,36.62,2395,0,2392,0,0,2392,0.99874739039666,5bf59d4ae50e0189ec7d7eede974d183c8801a09,290_5bf59d4ae50e0189ec7d7eede974d183c8801a09_Results,,2.231,53,11,42,0,0,42,0.792452830188679
